Version, Version Name, Name, Age, Revisions, Bugfix, LOCs, LOCs Touched, LOCs Added, Churn, Avg. Churn, Authors Number, Average Change Set, Buggy
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/AccountInformationPanel.java,7,0,0,73,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/AjaxDataTablePanel.java,1,3,0,149,38,21,5,1.6666666666666667,3,17.333333333333332,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,7,0,0,218,0,0,0,0,5,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java,7,2,0,148,19,13,6,3.0,4,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/JQueryUITabbedPanel.java,1,0,0,39,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/MembershipsPanel.java,1,0,0,198,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,7,4,0,195,60,21,15,3.75,6,34.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,7,5,0,248,18,9,2,0.4,6,33.6,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,7,3,0,250,8,5,2,0.6666666666666666,5,31.666666666666668,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,7,4,0,207,60,21,15,3.75,6,34.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java,7,2,0,236,7,4,1,0.5,5,38.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,7,2,0,201,11,6,1,0.5,5,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,7,2,0,543,69,30,7,3.5,6,38.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,7,0,0,147,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,7,3,0,145,18,11,3,1.0,4,16.333333333333332,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleDetailsPanel.java,1,1,0,316,3,1,1,1.0,3,2.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RolePanel.java,1,3,0,146,84,63,31,10.333333333333334,6,17.333333333333332,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchPanel.java,1,1,0,53,13,2,7,7.0,3,2.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java,1,1,0,138,5,3,1,1.0,4,44.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,7,2,0,154,21,13,5,2.5,5,38.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java,7,2,0,102,69,47,19,9.5,4,2.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/RoleTabPanel.java,7,1,0,73,3,2,1,1.0,4,6.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,7,4,0,220,67,24,15,3.75,6,34.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/SearchView.java,1,2,0,246,23,12,1,0.5,3,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/SelectOnlyUserSearchResultPanel.java,1,0,0,77,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java,7,3,0,252,51,29,11,3.6666666666666665,4,20.666666666666668,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,7,4,0,251,68,25,15,3.75,6,34.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java,7,0,0,104,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,7,1,0,84,39,30,15,15.0,3,5.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchResultPanel.java,1,1,0,216,4,2,0,0.0,4,44.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java,7,2,0,195,11,6,1,0.5,5,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/AbstractAttributableRestClient.java,1,0,0,37,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ApprovalRestClient.java,7,0,0,39,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/AuthRestClient.java,1,0,0,49,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/BaseRestClient.java,1,0,0,33,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ConfigurationRestClient.java,7,0,0,66,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,7,0,0,183,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ExecutionRestClient.java,7,0,0,23,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/InvalidPolicyType.java,7,0,0,27,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/LoggerRestClient.java,7,0,0,73,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/NotificationRestClient.java,7,0,0,55,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/PolicyRestClient.java,7,1,0,95,4,1,2,2.0,4,40.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ReportRestClient.java,7,0,0,88,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/ResourceRestClient.java,7,0,0,76,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/RoleRestClient.java,7,0,0,81,0,0,0,0,4,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/SchemaRestClient.java,7,0,0,275,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/TaskRestClient.java,7,0,0,151,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/UserRequestRestClient.java,7,0,0,54,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/UserRestClient.java,7,0,0,112,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/rest/WorkflowRestClient.java,7,0,0,34,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/ajax/form/AbstractAjaxDownloadBehavior.java,7,0,0,40,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/ajax/markup/html/ClearIndicatingAjaxButton.java,4,0,0,57,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/ajax/markup/html/ClearIndicatingAjaxLink.java,4,0,0,46,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/ajax/markup/html/IndicatingDeleteOnConfirmAjaxLink.java,7,0,0,45,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionColumn.java,1,0,0,50,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionResultColumn.java,1,0,0,65,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/AttrColumn.java,1,0,0,72,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/CheckBoxGroupSelectorPanel.java,1,0,0,29,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/CheckBoxPanel.java,1,0,0,32,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/CheckGroupColumn.java,1,0,0,46,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/DatePropertyColumn.java,7,0,0,45,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/TokenColumn.java,7,0,0,45,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AbstractFieldPanel.java,7,0,0,35,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java,7,0,0,52,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLinksPanel.java,7,0,0,298,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxCheckBoxPanel.java,7,2,0,75,7,4,1,0.5,4,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDecoratedCheckbox.java,7,0,0,45,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java,7,2,0,70,7,4,1,0.5,4,38.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxNumberFieldPanel.java,7,2,0,42,7,4,1,0.5,2,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPalettePanel.java,7,0,0,57,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPasswordFieldPanel.java,7,2,0,51,7,4,1,0.5,2,38.5,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxTextFieldPanel.java,7,2,0,80,7,4,1,0.5,5,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/CheckBoxMultipleChoiceFieldPanel.java,7,0,0,38,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateFieldPanel.java,7,0,0,115,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTextFieldPanel.java,7,2,0,70,8,5,1,0.5,4,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTimeFieldPanel.java,7,2,0,153,18,10,2,1.0,4,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/FieldPanel.java,7,0,0,164,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/LinkPanel.java,7,0,0,34,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/MultiValueSelectorPanel.java,7,2,0,132,7,4,1,0.5,4,38.5,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/NonI18nPalette.java,4,0,0,42,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SelectableRecorder.java,7,0,0,177,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/DefaultMutableTreeNodeExpansion.java,1,0,0,127,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/DefaultMutableTreeNodeExpansionModel.java,1,0,0,30,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeActionLinkPanel.java,7,1,0,127,12,3,5,5.0,4,44.0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeRolePanel.java,7,0,0,97,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeRoleProvider.java,1,0,0,37,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,console/src/main/java/org/apache/syncope/markup/head/MetaHeaderItem.java,1,1,0,41,25,14,3,3.0,3,5.0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/audit/AuditManager.java,7,0,0,58,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/audit/JNDIFallbackConnectionSource.java,7,0,0,130,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/connid/ConnObjectUtil.java,1,1,0,557,4,2,0,0.0,8,4.0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/connid/PasswordGenerator.java,1,0,0,272,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/connid/SLF4JLogger.java,7,0,0,94,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/ConnectorManager.java,1,0,0,123,0,0,0,0,5,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/ContentUpgrader.java,1,0,0,266,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/ImplementationClassNamesLoader.java,7,0,0,112,0,0,0,0,5,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/JobInstanceLoader.java,7,0,0,214,0,0,0,0,5,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/LoggerLoader.java,7,0,0,76,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java,7,0,0,63,0,0,0,0,4,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/ThreadLocalCleanupListener.java,1,0,0,39,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/init/WorkflowAdapterLoader.java,1,0,0,76,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/notification/NotificationJob.java,1,0,0,202,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java,7,0,0,250,0,0,0,0,6,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttr.java,7,0,0,76,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttrUniqueValue.java,7,0,0,24,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttrValue.java,7,0,0,179,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttributable.java,7,0,0,123,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractBaseBean.java,7,0,0,94,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerAttr.java,7,0,0,58,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerSchema.java,7,0,0,58,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractExec.java,7,0,0,87,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractMapping.java,1,0,0,71,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractMappingItem.java,1,0,0,144,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractSchema.java,7,0,0,164,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirAttr.java,7,0,0,54,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirSchema.java,7,0,0,62,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/AccountPolicy.java,7,0,0,34,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/ConnInstance.java,7,0,0,188,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/Entitlement.java,7,0,0,46,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/ExternalResource.java,7,0,0,303,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/Notification.java,7,0,0,159,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/NotificationTask.java,7,0,0,116,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/PasswordPolicy.java,7,0,0,34,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/Policy.java,7,0,0,61,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/PropagationTask.java,7,0,0,125,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/Report.java,7,0,0,116,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/ReportExec.java,7,0,0,62,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/ReportletConfInstance.java,7,0,0,54,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/SchedTask.java,7,0,0,57,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncPolicy.java,7,0,0,34,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java,7,0,0,133,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncopeConf.java,7,0,0,43,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncopeLogger.java,7,0,0,57,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/Task.java,7,0,0,62,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/TaskExec.java,7,0,0,62,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/UserRequest.java,7,0,0,77,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttr.java,7,0,0,131,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttrUniqueValue.java,7,0,0,66,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MAttrValue.java,7,0,0,54,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MDerAttr.java,7,0,0,57,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MDerSchema.java,7,0,0,27,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MSchema.java,7,0,0,27,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MVirAttr.java,7,0,0,63,0,0,0,0,3,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/MVirSchema.java,7,0,0,27,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/Membership.java,7,0,0,187,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/package-info.java,7,0,0,19,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttr.java,7,0,0,128,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttrUniqueValue.java,7,0,0,66,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RAttrValue.java,7,0,0,54,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RDerAttr.java,7,0,0,57,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RDerSchema.java,7,0,0,25,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RMapping.java,1,0,0,102,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RMappingItem.java,1,0,0,49,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RSchema.java,7,0,0,27,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RVirAttr.java,7,0,0,66,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RVirSchema.java,7,0,0,27,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/role/SyncopeRole.java,7,0,0,407,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/SyncopeUser.java,7,1,0,424,6,4,1,1.0,6,4.0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttr.java,7,0,0,149,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttrUniqueValue.java,7,0,0,66,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UAttrValue.java,7,0,0,54,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UDerAttr.java,7,0,0,57,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UDerSchema.java,7,0,0,27,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UMapping.java,1,0,0,117,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UMappingItem.java,1,0,0,49,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/USchema.java,7,0,0,29,0,0,0,0,1,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UVirAttr.java,7,0,0,66,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UVirSchema.java,7,0,0,29,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/AttrDAO.java,7,0,0,29,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/AttrValueDAO.java,7,0,0,29,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/AttributableDAO.java,1,0,0,34,0,0,0,0,3,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/AttributableSearchDAO.java,1,0,0,63,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/ConfDAO.java,7,0,0,29,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/ConnInstanceDAO.java,7,0,0,28,0,0,0,0,2,0,false
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/ConnectorRegistry.java,1,0,0,39,0,0,0,0,2,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/DAO.java,7,0,0,26,0,0,0,0,1,0,true
8,refs/tags/syncope-1.1.2,core/src/main/java/org/apache/syncope/core/persistence/dao/DerAttrDAO.java,7,0,0,29,0,0,0,0,2,0,true
